醫事機構代碼（自動）,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）
2331030018,新北市永和區衛生所,新北市,永和區,新北市永和區秀朗路1段137號1、2、3樓,121.516232,25.004971,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331030018,02-32332780
2331040014,新北市中和區衛生所,新北市,中和區,新北市中和區南山路4巷3號,121.501638,24.998691,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331040014,02-22491936
2331050010,新北市新店區衛生所,新北市,新店區,新北市新店區北新路1段88巷11號,121.543015,24.967275,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331050010,02-29113984
2331060016,新北市新莊區衛生所,新北市,新莊區,新北市新莊區中華路1段2號1至4樓,121.452248,25.036408,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331060016,02-29967123
2331070012,新北市樹林區衛生所,新北市,樹林區,新北市樹林區樹新路40－7號1、2樓,121.428524,24.99614,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331070012,02-26812134
2331080018,新北市鶯歌區衛生所,新北市,鶯歌區,新北市鶯歌區文化路389號,121.352461,24.950565,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331080018,02-26702304
2331090014,新北市三峽區衛生所,新北市,三峽區,新北市三峽區光明路71號3樓,121.376129,24.928297,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331090014,02-26711592
2331100015,新北市淡水區衛生所,新北市,淡水區,新北市淡水區中山路158號,121.440844,25.172778,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331100015,02-26215620
2331110011,新北市汐止區衛生所,新北市,汐止區,新北市汐止區新台五路1段266號地下1樓．地上1至4樓,121.658534,25.063513,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331110011,02-26412030
2331120017,新北市瑞芳區衛生所,新北市,瑞芳區,新北市瑞芳區明燈路3段1號,121.809044,25.107371,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331120017,02-24972132
2331130013,新北市土城區衛生所,新北市,土城區,新北市土城區和平路26號1、2樓,121.443189,24.972857,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331130013,02-22603181
2331140019,新北市蘆洲區衛生所,新北市,蘆洲區,新北市蘆洲區中央路58號,121.473284,25.083963,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331140019,02-22812011
2331150015,新北市五股區衛生所,新北市,五股區,新北市五股區新城三路11號1樓、2樓及3樓,121.447639,25.094237,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331150015,02-22917717
2331160011,新北市泰山區衛生所,新北市,泰山區,新北市泰山區全興路212號3樓,121.433653,25.056131,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331160011,02-22962858
2331170017,新北市林口區衛生所,新北市,林口區,新北市林口區忠孝二路55號,121.364058,25.069842,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331170017,02-26068760
2331180013,新北市深坑區衛生所,新北市,深坑區,新北市深坑區深坑街165號1－3樓,121.612643,25.000938,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331180013,02-26621567
2331190019,新北市石碇區衛生所,新北市,石碇區,新北市石碇區潭邊里碇坪路1段82號,121.65761,24.991349,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331190019,02-26631325
2331200010,新北市坪林區衛生所,新北市,坪林區,新北市坪林區坪林街104號,121.711626,24.935877,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331200010,02-26656272
2331210016,新北市三芝區衛生所,新北市,三芝區,新北市三芝區中山路1段12號,121.500753,25.258407,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331210016,02-26362007
2331220012,新北市石門區衛生所,新北市,石門區,新北市石門區中山路28－1號,121.565974,25.290164,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331220012,02-26381007
2331230018,新北市八里區衛生所,新北市,八里區,新北市八里區舊城路16號,121.40006,25.147095,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331230018,02-26102137
2331240014,新北市平溪區衛生所,新北市,平溪區,新北市平溪區公園街17號1樓,121.737185,25.024681,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331240014,02-24951015
2331250010,新北市雙溪區衛生所,新北市,雙溪區,新北市雙溪區新基南路18號,121.86645,25.037917,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331250010,02-24931211
2331260016,新北市貢寮區衛生所,新北市,貢寮區,新北市貢寮區朝陽街70巷10號、新北市貢寮區仁愛路128號,121.909462,25.022576,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331260016,02-24901431
2331270012,新北市金山區衛生所,新北市,金山區,新北市金山區中山路257號4樓,121.636872,25.222094,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331270012,02-24984807
2331280018,新北市萬里區衛生所,新北市,萬里區,新北市萬里區瑪鍊路157號1－3樓及地下1樓,121.689713,25.178332,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331280018,02-24921117
2331290014,新北市烏來區衛生所,新北市,烏來區,新北市烏來區新烏路5段109號,121.547977,24.871966,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331290014,02-26617200
2332010010,桃園市桃園區衛生所,桃園市,桃園區,桃園市桃園區國豐三街123號4樓,121.278678,24.990212,https://forms.gle/thP5K2hordjWtbEKA,03-3791888
2332020016,桃園市中壢區衛生所,桃園市,中壢區,桃園市中壢區溪洲街296號1、2樓,121.230012,24.962288,https://forms.gle/EG49Gp511xEFBWf36,03-4352666
2332030012,桃園市大溪區衛生所,桃園市,大溪區,桃園市大溪區仁愛路1號,121.285478,24.884488,https://forms.gle/fz3PQw5uGyximxnZ9,03-3882401
2332040018,桃園市楊梅區衛生所,桃園市,楊梅區,桃園市楊梅區校前路409號,121.149676,24.896985,https://forms.gle/vkiKus9qcLZcR1db6,03-4750151
2332050014,桃園市蘆竹區衛生所,桃園市,蘆竹區,桃園市蘆竹區長安路二段238號,121.280466,25.063065,https://forms.gle/LHoJtZ3JaAb8iCzaA,03-3524732
2332060010,桃園市大園區衛生所,桃園市,大園區,桃園市大園區田心里中正西路19號,121.195483,25.063355,https://forms.gle/owyw8DQ1zXVfCw9ZA,03-3862024
2332070016,桃園市龜山區衛生所,桃園市,龜山區,桃園市龜山區自強南路103號,121.338466,24.991496,https://forms.gle/dHZ8RMJhppyVXD4T6,03-3299645
2332080012,桃園市八德區衛生所,桃園市,八德區,桃園市八德區大華里介壽路二段361巷28號,121.2963734,24.9475226,https://forms.gle/5q1WJAhmmx67TQKL7,03-3662781
2332090018,桃園市龍潭區衛生所,桃園市,龍潭區,桃園市龍潭區中正路210號1至2樓,121.21653,24.864041,https://forms.gle/SvSaDcjsrpz2Y9sw5,03-4792033
2332110015,桃園市新屋區衛生所,桃園市,新屋區,桃園市新屋區新屋里中山路239號,121.106762,24.972591,https://forms.gle/kXDZ9b2ZtKsWmiWR8,03-4772018
2332120011,桃園市觀音區衛生所,桃園市,觀音區,桃園市觀音區觀新路58號,121.083751,25.027823,https://forms.gle/aa5n1W1vDSXCGQsw8,03-4732031
2332130017,桃園市復興區衛生所,桃園市,復興區,桃園市復興區澤仁里中正路25號,121.350982,24.815071,https://forms.gle/bPYew3Uf6mwx2TRr6,03-3822325
2333010014,新竹縣關西鎮衛生所,新竹縣,關西鎮,新竹縣關西鎮中山路207號,121.172583,24.791684,https://guanxi.hcshb.gov.tw/Default.aspx,03-5872454
2333020010,新竹縣新埔鎮衛生所,新竹縣,新埔鎮,新竹縣新埔鎮新民里中正路758號,121.071691,24.827916,https://xinpu.hcshb.gov.tw/,03-5882017
2333030016,新竹縣竹東鎮衛生所,新竹縣,竹東鎮,新竹縣竹東鎮中正路221號,121.092862,24.735987,https://zhudong.hcshb.gov.tw/,03-5943566
2333050018,新竹縣竹北市衛生所,新竹縣,竹北市,新竹縣竹北市光明二街89號,121.006755,24.832166,https://zhubei.hcshb.gov.tw/News_Content.aspx?n=119&sms=9119&s=85705,03-5533381
2333060014,新竹縣湖口鄉衛生所,新竹縣,湖口鄉,新竹縣湖口鄉中勢村中興街36號,121.048828,24.902334,https://hukou.hcshb.gov.tw/,03-5992654
2333070010,新竹縣橫山鄉衛生所,新竹縣,橫山鄉,新竹縣橫山鄉大肚村3鄰新興街141巷10號,121.13928,24.717562,https://hengshan.hcshb.gov.tw/,03-5932004
2333090012,新竹縣芎林鄉衛生所,新竹縣,芎林鄉,新竹縣芎林鄉文山路532號,121.077785,24.777401,https://qionglin.hcshb.gov.tw/,03-5924787
2333100013,新竹縣寶山鄉衛生所,新竹縣,寶山鄉,新竹縣寶山鄉雙溪村7鄰雙園路二段273號,120.994859,24.766908,https://baoshan.hcshb.gov.tw/,03-5292106
2333110019,新竹縣北埔鄉衛生所,新竹縣,北埔鄉,新竹縣北埔鄉北埔街90號,121.055515,24.700552,https://beipu.hcshb.gov.tw/,03-5801677
2334010018,宜蘭縣宜蘭市衛生所,宜蘭縣,宜蘭市,宜蘭縣宜蘭市健康路二段2－2號1樓,121.752319,24.745546,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334010018,03-9322362
2334020014,宜蘭縣羅東鎮衛生所,宜蘭縣,羅東鎮,宜蘭縣羅東鎮民生路79號,121.766951,24.677529,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334020014,03-9542321
2334030010,宜蘭縣蘇澳鎮衛生所,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮志成路60號,121.841658,24.593975,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334030010,03-9962185
2334040016,宜蘭縣頭城鎮衛生所,宜蘭縣,頭城鎮,宜蘭縣頭城鎮吉祥路15號,121.820549,24.856759,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334040016,03-9771034
2334050012,宜蘭縣礁溪鄉衛生所,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉礁溪路4段126號,121.769904,24.820865,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334050012,03-9882908
2334060018,宜蘭縣壯圍鄉衛生所,宜蘭縣,壯圍鄉,宜蘭縣壯圍鄉中央路2段290號,121.786319,24.746749,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334060018,03-9385503
2334070014,宜蘭縣員山鄉衛生所,宜蘭縣,員山鄉,宜蘭縣員山鄉復興路2號,121.724365,24.744299,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334070014,03-9221575
2334081026,宜蘭縣冬山鄉衛生所,宜蘭縣,冬山鄉,宜蘭縣冬山鄉中正路16號,121.791571,24.636123,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334081026,03-9594772
2334090016,宜蘭縣五結鄉衛生所,宜蘭縣,五結鄉,宜蘭縣五結鄉五結路2段337號,121.79895,24.684799,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334090016,03-9501564
2334100017,宜蘭縣三星鄉衛生所,宜蘭縣,三星鄉,宜蘭縣三星鄉三星路5段70號,121.651549,24.666118,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334100017,03-9892227
2334110013,宜蘭縣大同鄉衛生所,宜蘭縣,大同鄉,宜蘭縣大同鄉崙埤村朝陽40號,121.608845,24.677855,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334110013,03-9801175
2335010012,苗栗縣苗栗市衛生所,苗栗縣,苗栗市,苗栗縣苗栗市建民街28號,120.824894,24.565957,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335010012,037-277129
2335020018,苗栗縣苑裡鎮衛生所,苗栗縣,苑裡鎮,苗栗縣苑裡鎮客庄里公民街16號,120.652734,24.439501,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335020018,037-869595
2335030014,苗栗縣通霄鎮衛生所,苗栗縣,通霄鎮,苗栗縣通霄鎮通東里23鄰中正路16－2號1－3樓,120.684209,24.490891,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335030014,037-752048
2335040010,苗栗縣竹南鎮衛生所,苗栗縣,竹南鎮,苗栗縣竹南鎮大營路209號,120.872536,24.687723,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335040010,037-470152
2335050016,苗栗縣頭份市衛生所,苗栗縣,頭份市,苗栗縣頭份市顯會路72號,120.915685,24.690483,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335050016,037-663049
2335060012,苗栗縣後龍鎮衛生所,苗栗縣,後龍鎮,苗栗縣後龍鎮大庄里21鄰光華路375號1樓,120.789516,24.611677,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335060012,037-722008
2335070018,苗栗縣卓蘭鎮衛生所,苗栗縣,卓蘭鎮,苗栗縣卓蘭鎮老庄里中正路142號,120.831357,24.312629,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335070018,04-25892027
2335080014,苗栗縣大湖鄉衛生所,苗栗縣,大湖鄉,苗栗縣大湖鄉明湖村中原路87號,120.865906,24.424242,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335080014,037-991034
2335090010,苗栗縣公館鄉衛生所,苗栗縣,公館鄉,苗栗縣公館鄉館中村大同路75號,120.827678,24.499946,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335090010,037-224732
2335100011,苗栗縣銅鑼鄉衛生所,苗栗縣,銅鑼鄉,苗栗縣銅鑼鄉銅鑼村新興路81號,120.792877,24.484798,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335100011,037-981006
2335110017,苗栗縣南庄鄉衛生所,苗栗縣,南庄鄉,苗栗縣南庄鄉東村大同路17號,120.999979,24.597334,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335110017,037-822024
2335120013,苗栗縣頭屋鄉衛生所,苗栗縣,頭屋鄉,苗栗縣頭屋鄉頭屋村中山街56巷54號,120.849797,24.576535,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335120013,037-253534
2335130019,苗栗縣三義鄉衛生所,苗栗縣,三義鄉,苗栗縣三義鄉復興路45號,120.770769,24.413381,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335130019,037-872014
2335140015,苗栗縣西湖鄉衛生所,苗栗縣,西湖鄉,苗栗縣西湖鄉龍洞村1鄰16號,120.770751,24.545097,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335140015,037-921211
2335150011,苗栗縣造橋鄉衛生所,苗栗縣,造橋鄉,苗栗縣造橋鄉造橋村14鄰8－2號,120.864293,24.636724,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335150011,037-542755
2335160017,苗栗縣三灣鄉衛生所,苗栗縣,三灣鄉,苗栗縣三灣鄉三灣村親民路17號,120.956562,24.65284,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335160017,037-831140
2335170013,苗栗縣獅潭鄉衛生所,苗栗縣,獅潭鄉,苗栗縣獅潭鄉新店村130之6號,120.920092,24.539199,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335170013,037-931309
2335180019,苗栗縣泰安鄉衛生所,苗栗縣,泰安鄉,苗栗縣泰安鄉清安村2鄰72號,120.908287,24.447223,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335180019,037-941054
2336010016,臺中市豐原區衛生所,臺中市,豐原區,臺中市豐原區西勢里中興路136號,120.71402,24.248291,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336010016,04-25261170
2336020012,臺中市東勢區衛生所,臺中市,東勢區,臺中市東勢區中寧里豐勢路490號,120.828363,24.257639,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336020012,04-25873872
2336030018,臺中市大甲區衛生所,臺中市,大甲區,臺中市大甲區德興路81號,120.624463,24.350189,https://www.health.taichung.gov.tw/1781358/post,04-26872153
2336040014,臺中市清水區衛生所,臺中市,清水區,臺中市清水區鎮政路101號1樓,120.57467,24.26657,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336040014,04-26222639
2336050010,臺中市沙鹿區衛生所,臺中市,沙鹿區,臺中市沙鹿區洛泉里文昌街20號,120.562057,24.236478,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336050010,04-26625040
2336060016,臺中市梧棲區衛生所,臺中市,梧棲區,臺中市梧棲區雲集街70巷3號,120.532005,24.254837,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336060016,04-26562809
2336070012,臺中市后里區衛生所,臺中市,后里區,臺中市后里區墩西里公安路86號,120.710357,24.305174,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336070012,04-25562048
2336080018,臺中市神岡區衛生所,臺中市,神岡區,臺中市神岡區神岡里神岡路2號,120.662818,24.25813,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336080018,04-25622792
2336090014,臺中市潭子區衛生所,臺中市,潭子區,臺中市潭子區中山路2段241巷5號,120.704301,24.209748,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336090014,04-25324643
2336100015,臺中市大雅區衛生所,臺中市,大雅區,臺中市大雅區中清東路232號,120.646825,24.224943,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336100015,04-25661091
2336130013,臺中市外埔區衛生所,臺中市,外埔區,臺中市外埔區甲后路三段1062號,120.652176,24.333083,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336130013,04-26833208
2336140019,臺中市大安區衛生所,臺中市,大安區,臺中市大安區中山南路333號,120.586246,24.346104,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336140019,04-26713681
2336150015,臺中市烏日區衛生所,臺中市,烏日區,臺中市烏日區烏日里長樂街136號,120.626013,24.104783,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336150015,04-23381027
2336160011,臺中市大肚區衛生所,臺中市,大肚區,臺中市大肚區頂街里榮華街1號,120.544787,24.15509,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336160011,04-26996311
2336170017,臺中市龍井區衛生所,臺中市,龍井區,台中市龍井區沙田路四段243號,120.545681,24.191579,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336170017,04-26352228
2336180013,臺中市霧峰區衛生所,臺中市,霧峰區,臺中市霧峰區本堂里民生路1－9號,120.70074,24.060805,https://www.health.taichung.gov.tw/1781358/post,04-23393022
2336190019,臺中市太平區衛生所,臺中市,太平區,臺中市太平區中山路1段213之1號,120.731611,24.142543,https://www.health.taichung.gov.tw/1781358/post,04-23938083
2336200010,臺中市大里區衛生所,臺中市,大里區,臺中市大里區大衛路82號,120.679129,24.09764,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336200010,04-24061500
2336210025,臺中市和平區衛生所,臺中市,和平區,臺中市和平區南勢里東關路3段132號,120.881825,24.174073,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336210025,04-25942781
2336210034,臺中市和平區梨山衛生所,臺中市,和平區,臺中市和平區中正路12號1樓、68號1樓,121.255139,24.254349,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2336210034,04-25989540
2337010010,彰化縣彰化市南西北區衛生所,彰化縣,彰化市,彰化縣彰化市華北里旭光路166號,120.546305,24.072918,https://swnphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrl5eYocja,04-7282141
2337010029,彰化縣彰化市東區衛生所,彰化縣,彰化市,彰化縣彰化市香山里彰南路2段346巷31弄26號,120.586626,24.081845,https://djuphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqlZmYocja,04-7381647
2337020016,彰化縣鹿港鎮衛生所,彰化縣,鹿港鎮,彰化縣鹿港鎮順興里復興路423號,120.434695,24.0587,https://lugphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrmJSYocja,04-7772309
2337030012,彰化縣和美鎮衛生所,彰化縣,和美鎮,彰化縣和美鎮和東里彰美路5段319號,120.499373,24.110824,https://hemphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqnJaYocja,04-7062455
2337040018,彰化縣北斗鎮衛生所,彰化縣,北斗鎮,彰化縣北斗鎮光復里地政路406巷17號,120.524902,23.875143,https://bedphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNtmJuYocja,04-8882059
2337050014,彰化縣員林鎮衛生所,彰化縣,員林市,彰化縣員林市仁美里博愛路229號,120.57248,23.962088,https://yliphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqmpOYocja,04-7060230
2337060010,彰化縣溪湖鎮衛生所,彰化縣,溪湖鎮,彰化縣溪湖鎮湖東里青雅路36號,120.483444,23.965957,https://shuphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrm5OYocja#gsc.tab=0,04-8815112
2337070016,彰化縣田中鎮衛生所,彰化縣,田中鎮,彰化縣田中鎮西路里斗中路一段222號,120.580536,23.861518,https://tijphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNsm5WYocja,04-8742053
2337080012,彰化縣二林鎮衛生所,彰化縣,二林鎮,彰化縣二林鎮中正路1號1樓,120.369515,23.899307,https://erlphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNtmJiYocja,04-8960035
2337090018,彰化縣線西鄉衛生所,彰化縣,線西鄉,彰化縣線西鄉寓埔村和線路957巷2號,120.470434,24.130381,https://ssiphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpKYocja,04-7585201
2337100019,彰化縣伸港鄉衛生所,彰化縣,伸港鄉,彰化縣伸港鄉大同村中興路2段197號,120.485592,24.15926,https://sgaphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNsmpKYocja,04-7982034
2337110015,彰化縣福興鄉衛生所,彰化縣,福興鄉,彰化縣福興鄉福興村福興路51巷2號,120.427893,24.04744,https://fusphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqnJiYocja,04-7772371
2337120020,彰化縣秀水鄉衛生所,彰化縣,秀水鄉,彰化縣秀水鄉安東村中山路288號,120.503266,24.035339,https://sisphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpKYocja,04-7693001
2337130017,彰化縣花壇鄉衛生所,彰化縣,花壇鄉,彰化縣花壇鄉長沙村中正路11號,120.548686,24.028154,https://hutphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrmJOYocja,04-7862035
2337140013,彰化縣芬園鄉衛生所,彰化縣,芬園鄉,彰化縣芬園鄉社口村公園1街11號,120.628086,24.012784,https://fyuphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNym8GnmNo%3D,049-2522904
2337150019,彰化縣大村鄉衛生所,彰化縣,大村鄉,彰化縣大村鄉大村村中正西路340號,120.546964,23.993541,https://datphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqm5mYocja,04-8520513
2337160015,彰化縣埔鹽鄉衛生所,彰化縣,埔鹽鄉,彰化縣埔鹽鄉好修村員鹿路二段58號,120.463258,24.000351,https://puyphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrnpqYocja,04-8653596
2337170011,彰化縣埔心鄉衛生所,彰化縣,埔心鄉,彰化縣埔心鄉義民村員鹿路2段340號,120.54387,23.952987,https://pusphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNsmpOYocja,04-8294611
2337180017,彰化縣永靖鄉衛生所,彰化縣,永靖鄉,彰化縣永靖鄉永西村西興路91號,120.547668,23.925035,https://yugphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpSYocja,04-8221057
2337190013,彰化縣社頭鄉衛生所,彰化縣,社頭鄉,彰化縣社頭鄉社頭村員集路二段409號,120.586073,23.901914,https://stophc.chshb.gov.tw/newsin.php?c=npncp5bKnqNslpiYocja,04-8732038
2337200014,彰化縣二水鄉衛生所,彰化縣,二水鄉,彰化縣二水鄉二水村過圳路19號,120.615533,23.811813,https://ersphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrmJuYocja,04-8791077
2337210010,彰化縣田尾鄉衛生所,彰化縣,田尾鄉,彰化縣田尾鄉饒平村光復路2段608號,120.532946,23.88999,https://tiwphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpmYocja,04-8832145
2337220016,彰化縣埤頭鄉衛生所,彰化縣,埤頭鄉,彰化縣埤頭鄉合興村健安街119號,120.457269,23.894898,https://btophc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpaYocja,04-8922445
2337230012,彰化縣芳苑鄉衛生所,彰化縣,芳苑鄉,彰化縣芳苑鄉仁愛村斗苑路芳苑段249、251號1樓,120.320443,23.924976,https://fayphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpKYocja,04-8983134
2337240018,彰化縣大城鄉衛生所,彰化縣,大城鄉,彰化縣大城鄉大城村中平路126號,120.320695,23.853311,https://dacphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqnZiYocja,04-8941323
2337250014,彰化縣竹塘鄉衛生所,彰化縣,竹塘鄉,彰化縣竹塘鄉元竹村東陽路一段58之1號,120.428109,23.860538,https://jutphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpOYocja,04-8972009
2337260010,彰化縣溪州鄉衛生所,彰化縣,溪州鄉,彰化縣溪州鄉尾厝村溪下路4段570號,120.498354,23.851344,https://shjphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrnZuYocja,04-8895023
2338010014,南投縣南投市衛生所,南投縣,南投市,南投縣南投市三和里三和一路13號,120.68876,23.902507,https://docs.google.com/forms/d/e/1FAIpQLSchMQzk77gl8fGhnq9YVLCnz3wUxWFhnXYbCGAqrJxjaapb4g/viewform,049-2223264
2338020010,南投縣埔里鎮衛生所,南投縣,埔里鎮,南投縣埔里鎮中山路二段256號,120.968577,23.967041,https://docs.google.com/forms/d/e/1FAIpQLSfq_BXZk_5ZgfbMbXEN_6IvUdiXUkUsp9ZmA2Ag1vXW8b-bSQ/viewform,049-2982157
2338030016,南投縣草屯鎮衛生所,南投縣,草屯鎮,南投縣草屯鎮草溪路882巷7號,120.680713,23.973272,https://docs.google.com/forms/d/e/1FAIpQLSeL1I4rBrp969irac-Ibv5ekQAvyJqZtMqt81309dDi-PCheg/viewform,049-2362023
2338040012,南投縣竹山鎮衛生所,南投縣,竹山鎮,南投縣竹山鎮公所路126號,120.672276,23.759437,https://docs.google.com/forms/d/e/1FAIpQLScZmTchjpVpNUMplpKFyyEGUC_a1N2hFb3b1zvp80HYLpBu4Q/viewform,049-2642026
2338050018,南投縣集集鎮衛生所,南投縣,集集鎮,南投縣集集鎮民生路106號,120.78662,23.828896,https://docs.google.com/forms/d/e/1FAIpQLSdDrSFk54dHb_59YpvgniYiAsi1GpsgtNJjiPjjrqk8qAizxw/viewform,049-2762015
2338060014,南投縣名間鄉衛生所,南投縣,名間鄉,南投縣名間鄉中正村彰南路42號,120.702853,23.838518,https://docs.google.com/forms/d/e/1FAIpQLScmunbibh1EPZBh2c-T_tIrW5Qqc7lbk3cBUrCIok4c0MeQ4Q/viewform,049-2732135
